Date,Average Temperature,Minimum Temperature,Maximum Temperature,Precipitation,Wind Direction,Wind Speed,Air Pressure
06/08/2015,23.1,18.3,27.8,0,,14.8,1012.2
07/08/2015,21.3,17.8,22.8,0,35,12.6,1014.1
08/08/2015,19.6,16.1,24.4,0,,10.1,1015.4
09/08/2015,18.8,16.7,22.8,0,,14,1016.8
10/08/2015,21.3,17.2,28.3,0,,16.6,1016.7
11/08/2015,20.1,17.8,22.2,21.1,174,15.5,1011.4
12/08/2015,23.7,20,29.4,0,,14.4,1007.9
13/08/2015,23,18.9,27.8,0,,13,1014.9
14/08/2015,23.9,17.2,30,0,,14.8,1019.4
15/08/2015,24.4,20,32.8,2,,12.2,1018.4
16/08/2015,24.1,19.4,32.2,0,225,10.8,1018.2
17/08/2015,26.6,21.7,32.8,0,,12.6,1017.1
18/08/2015,25.8,21.7,30.6,3.6,182,13,1016.1
19/08/2015,25.6,21.7,31.1,0,201,14,1017.7
20/08/2015,22.9,20,25.6,0,113,17.3,1018.7
21/08/2015,22.1,19.4,28.3,16,,9.4,1016.5
22/08/2015,21.8,19.4,22.8,0,,11.2,1018.4
23/08/2015,20.2,19.4,21.7,0.5,19,13,1016.3
24/08/2015,21.4,20,23.9,0,,9.7,1013
25/08/2015,21.9,19.4,27.2,0,140,13.7,1011.8
26/08/2015,24.5,20.6,29.4,0,,12.6,1011.8
27/08/2015,23.3,18.3,27.8,0,288,16.2,1015.1
28/08/2015,21.2,17.8,23.9,0,187,12.2,1019.9
29/08/2015,22.5,17.2,27.8,0,,11.9,1020.6
30/08/2015,25,20.6,31.1,0,253,14.4,1017.2
31/08/2015,26.7,21.7,32.2,0,260,18,1013.7
01/09/2015,24.2,20.6,26.1,0,53,15.1,1016.5
02/09/2015,25,18.9,32.8,0,231,14.8,1014
03/09/2015,24.7,21.1,27.8,0.3,,9,1011
04/09/2015,20.5,16.7,22.2,0,,17.3,1020.3
05/09/2015,18.4,14.4,22.8,0,,11.5,1024.7
06/09/2015,21.2,16.1,27.8,0,186,15.5,
07/09/2015,25.1,18.9,33.9,0,230,19.1,1016.1
08/09/2015,27.3,22.2,35.6,5.1,,11.9,1013.8
09/09/2015,26.6,22.2,33.9,0,,20.5,1011.5
10/09/2015,23.1,17.8,25,4.3,13,17.6,1010.9
11/09/2015,18.6,17.2,22.8,16.8,,15.8,1007.3
12/09/2015,18.7,15.6,21.7,0.3,,10.4,1010.3
13/09/2015,17.9,17.2,18.9,9.7,,15.5,
14/09/2015,18.2,13.9,22.2,0,267,24.5,1011.6
15/09/2015,21.4,16.7,28.9,0,277,17.3,1022.1
16/09/2015,22.7,18.3,27.2,0,203,11.2,1024.5
17/09/2015,24.2,17.8,31.7,0,231,11.9,1019.5
18/09/2015,23.8,18.3,29.4,0,,12.2,1016.1
19/09/2015,21.1,16.7,26.1,0,192,15.5,1014.1
20/09/2015,21.7,13.9,23.9,0,295,18.7,1014.4
21/09/2015,15.8,11.7,18.9,0,25,17.3,1023.7
22/09/2015,17.3,13.3,20,0,30,15.1,1026.3
23/09/2015,16.1,12.2,20,0,46,9,1024.2
24/09/2015,18.1,14.4,23.3,0,24,13.7,1026
25/09/2015,16.3,12.8,18.9,0,48,14,1029.5
26/09/2015,14.3,10,17.2,0,,15.5,1032.2
27/09/2015,13.5,8.9,17.8,0,70,11.2,1030.9
28/09/2015,18.4,13.3,25.6,0,,10.8,1023.9
29/09/2015,22.1,18.3,28.9,1,184,14.8,1018.1
30/09/2015,21.5,13.9,25.6,62.5,165,20.9,
01/10/2015,14.3,12.2,15,0,15,27.7,1019.6
02/10/2015,11.4,10,12.2,2,27,32.8,1025.4
03/10/2015,11.1,9.4,12.2,0.3,39,36,1029.7
04/10/2015,12,10.6,13.3,0,44,29.2,1029.2
05/10/2015,12.1,8.9,16.1,0,13,14.8,1022.6
06/10/2015,12.9,8.9,17.8,0,335,9,1015.9
07/10/2015,15.6,11.1,22.2,0,300,11.5,1013.9
08/10/2015,14.6,10.6,16.7,0,358,14,1019.3
09/10/2015,15.6,11.1,22.2,8.6,202,23.8,
10/10/2015,13.7,8.9,16.1,0,315,15.8,1016.4
11/10/2015,13.6,8.9,20,0,221,22.3,1012.7
12/10/2015,16.5,10.6,24.4,0,199,12.2,1009
13/10/2015,16.3,12.8,22.2,3,,12.2,
14/10/2015,17.2,10.6,20,0,259,20.2,1003.9
15/10/2015,12.4,8.3,16.7,0,269,14,1012.6
16/10/2015,12.7,10,16.1,0,259,19.1,1012.4
17/10/2015,10.5,4.4,13.3,0,284,19.1,1015.8
18/10/2015,4.8,0.6,8.3,0,319,18.4,1022.9
19/10/2015,3.5,-0.5,8.9,0,278,17.3,1027.5
20/10/2015,11.9,7.2,18.9,0,233,18.7,1020.3
21/10/2015,14.2,11.7,16.1,1.8,29,10.1,1025.1
22/10/2015,15.7,11.1,22.8,0,195,17.6,
23/10/2015,12.1,4.4,15,0,318,21.6,1021.7
24/10/2015,6.2,3.3,9.4,0,,9.4,1028.5
25/10/2015,12,8.9,17.2,0.8,223,18.7,1018.5
26/10/2015,9.4,6.1,11.1,0,,13.7,1028.4
27/10/2015,7.6,3.3,12.2,0,,9.4,1034.6
28/10/2015,9.7,5.6,18.3,9.1,,27.4,1026.9
29/10/2015,19.2,13.9,23.9,18.5,213,27.4,1000.5
30/10/2015,13.3,5.6,16.1,0,284,20.9,1009.3
31/10/2015,7.4,3.3,11.1,0,226,11.2,1020.6
01/11/2015,11.6,8.9,16.7,0,206,17.3,1013.1
02/11/2015,13.8,10.6,17.8,0,238,11.5,1016.4
03/11/2015,14.1,8.3,22.8,0,278,12.2,1020.2
04/11/2015,13.9,9.4,15.6,0,,10.8,1027.1
05/11/2015,16,10,24.4,0,223,19.1,1022.6
06/11/2015,19.3,16.7,22.8,0,220,23.4,1012.4
07/11/2015,16.8,10,20.6,0,280,21.2,1013.3
08/11/2015,10.6,6.7,13.3,0,283,18.4,1024
09/11/2015,10.3,5,15.6,0,240,14.4,1028.5
10/11/2015,9.6,6.7,11.7,1.8,41,12.2,1021.4
11/11/2015,9.1,7.8,10,13.7,10,25.9,1010.8
12/11/2015,8.6,7.8,13.9,1,168,11.9,1008.9
13/11/2015,12.4,7.8,15,0.3,256,28.8,999
14/11/2015,7.1,2.8,8.3,0,277,25.9,1011.6
15/11/2015,5.9,2.8,12.2,0,254,15.5,1019.9
16/11/2015,11.4,3.9,16.1,0,302,17.3,1021.6
17/11/2015,4.7,0.6,7.2,0,30,10.8,1034
18/11/2015,4.4,-0.5,8.9,0,,10.1,1034.6
19/11/2015,8.4,6.1,12.8,0,136,14.4,1026.2
20/11/2015,13.3,6.7,16.1,21.8,283,20.5,1016.9
21/11/2015,6.6,3.3,8.9,0,1,12.2,1022.9
22/11/2015,5.9,2.2,9.4,7.6,,11.5,1013
23/11/2015,4.2,-1,5.6,1,314,21.6,1013.4
24/11/2015,1.7,-1.6,6.7,0,271,13,1026.4
25/11/2015,3.7,-1,6.7,0,,9.7,1041.2
26/11/2015,7.9,3.3,15,0,179,15.5,1042.4
27/11/2015,12.1,8.9,17.8,0,210,23,1029.1
28/11/2015,11.3,5,15.6,5.3,338,15.5,1021
29/11/2015,3.6,0,6.7,0,326,15.5,1024.5
30/11/2015,0.8,-2.1,3.3,0,52,14,1031.3
01/12/2015,3.2,0,7.2,3.6,,9.7,1025.4
02/12/2015,6.1,3.9,10.6,8.1,,6.1,
03/12/2015,9,5,11.1,0,,22.7,
04/12/2015,5.9,3.3,8.9,0,282,17.3,1026.9
05/12/2015,6.9,3.9,11.7,0,246,10.8,1035.8
06/12/2015,6.8,2.2,15,0,222,13,1029.1
07/12/2015,7.4,2.8,13.3,0,,11.9,1019.1
08/12/2015,5.6,2.8,6.7,0,5,16.9,1019.8
09/12/2015,4.7,2.8,7.8,0,,12.2,1020.9
10/12/2015,8.9,6.1,14.4,0,,7.9,1015.5
11/12/2015,9.6,6.1,14.4,0,,12.6,
12/12/2015,11.9,9.4,16.1,0,,11.5,1018
13/12/2015,10.4,7.8,11.7,0,57,10.8,1022.2
14/12/2015,8.4,7.8,14.4,10.7,,6.8,1012.4
15/12/2015,12.7,8.9,16.1,4.8,267,22.7,996.9
16/12/2015,6.8,3.3,8.9,0,56,14,1019.2
17/12/2015,6.6,3.9,11.1,14,130,13,1014.6
18/12/2015,9.4,3.9,11.1,1,304,16.9,1003.4
19/12/2015,3.6,0.6,4.4,0,273,24.8,1011.9
20/12/2015,2.1,-0.5,5,0,249,16.6,1027.5
21/12/2015,5.3,0,11.7,0,216,25.9,1022.2
22/12/2015,11.3,8.9,15.6,5.8,208,14.4,1015.6
23/12/2015,10.9,7.2,13.3,19.3,,11.9,1021.8
24/12/2015,12.6,8.9,20.6,6.1,,13,
25/12/2015,14.1,9.4,16.7,0,,9,1020.6
26/12/2015,9.7,5,12.8,0,59,10.8,1031.2
27/12/2015,7.9,3.3,10,6.6,,10.1,1014.3
28/12/2015,1.9,-1.6,3.3,0,359,21.6,1030.3
29/12/2015,0.7,-4.3,4.4,25.9,50,29.2,
30/12/2015,-3.1,-3.8,2.8,0.8,339,10.1,1026.1
31/12/2015,3.2,0.6,8.3,2,,14,1015.9
01/01/2016,3.9,0.6,5,0,256,20.5,1013.5
02/01/2016,1.7,-0.5,4.4,0,259,21.6,1013.3
03/01/2016,2.2,-0.5,6.7,0,240,18.7,1008.7
04/01/2016,-1.1,-9.9,2.2,0,327,19.8,1016.5
05/01/2016,-8.9,-13.2,-3.2,0,301,16.2,1033
06/01/2016,-1.2,-6,7.2,0,229,16.2,1031.1
07/01/2016,0.6,-3.2,6.1,0,308,10.4,1025.9
08/01/2016,1.4,-1,5.6,0,28,17.6,1024.6
09/01/2016,4.2,3.3,5,0.3,,9.7,1024.2
10/01/2016,7.2,3.3,14.4,35.1,122,24.1,1005.8
11/01/2016,4.3,-3.8,10.6,0,276,31,1007.5
12/01/2016,-1.9,-6,2.8,2,197,15.5,1012.3
13/01/2016,-1.5,-6,0.6,0,271,31.7,1006.5
14/01/2016,-4.3,-6,-1,0,246,16.9,1012.6
15/01/2016,-0.4,-3.2,5.6,0,,10.4,1013.8
16/01/2016,3.7,1.1,6.1,31,329,15.1,999.1
17/01/2016,1.8,-1.6,3.3,2.5,320,15.1,1007.8
18/01/2016,-2.7,-7.1,-1.6,2.8,285,27,
19/01/2016,-6.6,-8.8,-3.8,0,279,35.3,1007.2
20/01/2016,-4.7,-7.1,0.6,0,294,30.2,1015.6
21/01/2016,-2.8,-6,0.6,0,305,22.3,1017.2
22/01/2016,-4.3,-7.1,0,0,316,18.4,1021.8
23/01/2016,-1.9,-6.6,0,9.4,19,32.8,1013.6
24/01/2016,-4.1,-7.7,2.2,0,,18,1011.3
25/01/2016,-0.6,-3.2,1.7,0,,11.5,1023.2
26/01/2016,2.6,-2.1,10.6,0,203,23,1015.6
27/01/2016,6.1,-0.5,7.2,0,277,19.4,1014.1
28/01/2016,1.1,-3.2,5.6,0,206,13,1013.7
29/01/2016,2.1,0.6,5,0,,11.9,999
30/01/2016,2.2,-1,6.1,0,245,22,1012.5
31/01/2016,6.1,3.3,13.9,0,218,19.1,1011.3
01/02/2016,9.7,3.9,18.3,0,253,22.3,1008.1
02/02/2016,6.6,2.2,10,0,275,11.2,1024.2
03/02/2016,5.3,1.7,13.9,8.4,167,23.4,
04/02/2016,12.5,6.1,13.3,0.3,266,16.9,1013.9
05/02/2016,2.8,-3.8,6.1,24.4,333,21.6,
06/02/2016,-1.8,-4.3,1.7,0,247,16.9,1026.1
07/02/2016,0.9,-1.6,6.7,0,196,15.8,1020.7
08/02/2016,-1.7,-7.7,3.3,13.5,9,34.2,1010.2
09/02/2016,-5.2,-6.6,-1.6,0,,10.1,1004.9
10/02/2016,-2,-6.6,2.2,0,,10.8,1002.3
11/02/2016,-2.4,-11.6,-0.5,0.3,276,27,1007.6
12/02/2016,-9.7,-13.2,-4.3,0,252,18.7,1018.7
13/02/2016,-6.7,-19.9,-4.3,0,286,26.3,1012.8
14/02/2016,-17.7,-22.7,-11,0,297,27.7,1027.8
15/02/2016,-11.6,-15.5,1.7,6.6,,10.1,1033.1
16/02/2016,4.3,-0.5,12.2,16.8,,23,
17/02/2016,5.3,1.1,7.8,0,287,17.3,1011.6
18/02/2016,0.4,-4.3,1.7,0,313,19.4,1026.6
19/02/2016,-2.4,-6.6,2.8,0,,14.4,1031.4
20/02/2016,6.1,0.6,15.6,0.3,194,22.3,1012.4
21/02/2016,9.8,5.6,12.2,0,282,20.2,1010.4
22/02/2016,4.3,-1,6.1,0,30,13.3,1019.9
23/02/2016,0.3,-3.2,3.9,0,,18.4,1029.9
24/02/2016,3.8,3.3,13.9,15,43,19.4,
25/02/2016,12.1,5,16.7,20.6,205,35.6,990.5
26/02/2016,3.5,-3.2,5,0,286,30.6,1003.9
27/02/2016,-1.9,-6,3.9,0,,19.8,1015.3
28/02/2016,5.8,2.2,14.4,0,221,23.4,1009.6
29/02/2016,10.1,6.1,17.8,0,233,26.3,1002.8
01/03/2016,5.3,1.1,9.4,0,227,19.8,1016.8
02/03/2016,6.1,-3.8,11.7,9.4,254,31,1003.5
03/03/2016,-2.6,-6,1.1,0,308,15.5,1021.4
04/03/2016,-1.9,-3.2,-0.5,0.3,351,18.7,1021.2
05/03/2016,-2.1,-4.9,1.1,0,43,16.6,1020.8
06/03/2016,1,-1,5.6,0,,11.2,1024.6
07/03/2016,3.6,-1,10.6,0,,18.4,1019.8
08/03/2016,6.4,2.2,8.9,0,59,13.7,1020.6
09/03/2016,11.9,4.4,25,0,206,21.6,1016.5
10/03/2016,16.7,8.3,18.9,10.2,233,15.5,
11/03/2016,8.9,5,10,2.3,,11.2,1017.4
12/03/2016,7.3,2.2,15.6,0,237,18,1021.1
13/03/2016,12.4,7.2,17.2,0,,15.1,
14/03/2016,6,3.9,7.2,5.3,82,27.4,1024.4
15/03/2016,5.9,5,7.2,29,40,27.4,1012.3
16/03/2016,6.3,5,8.9,0.8,,13.3,1010.2
17/03/2016,9.5,6.1,17.8,1.8,,16.9,1007.9
18/03/2016,8.6,1.7,11.1,0.8,271,22.7,1006
19/03/2016,2.8,-1.6,7.2,0,314,18.4,1017.5
20/03/2016,0.2,-3.2,1.7,0.5,44,16.9,1021.3
21/03/2016,0.8,-2.1,6.7,5.6,329,16.2,
22/03/2016,4.3,0.6,9.4,0,256,24.1,1015.7
23/03/2016,9.3,5.6,17.2,0,225,18.7,1014.3
24/03/2016,4.6,2.2,6.1,0,62,26.3,1021.7
25/03/2016,3.8,2.8,7.8,4.1,,10.4,1010.6
26/03/2016,4.7,1.1,6.1,0,40,16.6,1025.7
27/03/2016,2.7,1.1,5.6,0,,12.2,1028.8
28/03/2016,4.6,3.3,8.3,10.4,94,18,1007.7
29/03/2016,7.5,3.3,10.6,0,295,33.1,1005.6
30/03/2016,6.7,1.1,15,0,245,19.4,1023.1
31/03/2016,12.8,6.1,21.7,0,213,36.7,1013.4
01/04/2016,17.3,15,20.6,1.3,210,28.8,1002
02/04/2016,11.6,5.6,15,8.1,224,14.4,999.1
03/04/2016,3.3,-1.6,6.1,12.4,,25.6,999.8
04/04/2016,-2.2,-4.3,-1,10.4,7,18,
05/04/2016,-1.8,-5.5,2.8,0,341,20.2,1023.2
06/04/2016,0.7,-3.8,5.6,0,201,16.2,1025.3
07/04/2016,9.4,5.6,14.4,26.2,175,26.6,1006.1
08/04/2016,9.6,2.8,11.7,0,237,24.1,999.3
09/04/2016,3.9,0,7.8,0,287,15.8,1008
10/04/2016,3.9,-0.5,9.4,0,285,19.1,1021.3
11/04/2016,8.9,5.6,15.6,0.3,195,27,1021.9
12/04/2016,12.8,6.1,15.6,5.6,239,25.6,1016.4
13/04/2016,7,3.3,10,0,10,16.6,1027.3
14/04/2016,6.1,3.3,9.4,0,26,16.9,1028.2
15/04/2016,7,3.3,12.2,0,26,18.4,1030.1
16/04/2016,8.2,5,12.2,0,,21.6,1031.5
17/04/2016,7.8,3.9,12.2,0,74,12.2,1028.9
18/04/2016,10.8,5.6,19.4,0,87,13.7,1022.5
19/04/2016,8.3,6.7,12.2,0.5,66,13.7,1016.4
20/04/2016,9.4,6.7,10.6,0,27,19.8,1022
21/04/2016,12.9,6.1,25,0,223,15.5,1017.5
22/04/2016,18.6,14.4,25.6,0,,12.6,1011.6
23/04/2016,15.3,8.9,17.8,2.3,315,13.3,1009.5
24/04/2016,9.1,5.6,10,0,57,15.5,1016.3
25/04/2016,9.1,6.7,13.9,0,156,7.2,1015.9
26/04/2016,7.3,2.8,10.6,6.9,40,21.6,1010.8
27/04/2016,7.3,2.8,16.7,0,239,15.8,1011.1
28/04/2016,9.2,5,12.2,0,343,16.9,1016.5
29/04/2016,8.4,6.1,10.6,0,120,19.8,1020.9
30/04/2016,9.2,5,12.8,0,157,17.3,1022.9
01/05/2016,9,6.1,11.7,2.5,164,11.9,1023.5
02/05/2016,8.1,6.1,10.6,9.9,,13,
03/05/2016,8.2,7.2,9.4,2.5,67,7.9,1012.6
04/05/2016,8,6.1,10,12.2,57,20.9,1011.1
05/05/2016,7.1,6.7,8.3,3.8,32,26.3,1007.5
06/05/2016,8.9,7.8,11.7,2.3,50,18.4,1009.9
07/05/2016,8.5,7.8,10.6,0,59,13,1010.4
08/05/2016,11.1,7.8,17.2,0.5,223,19.1,1003.9
09/05/2016,13,7.8,18.9,0,272,24.1,1013.5
10/05/2016,13.9,8.3,21.7,0,257,15.1,1019.9
11/05/2016,16.2,12.2,20,0,355,11.9,1019.6
12/05/2016,16.1,12.2,18.9,0,64,14.8,1019.5
13/05/2016,15.9,11.1,23.3,2.8,182,14.8,1011.4
14/05/2016,19,15,25,0,237,18.4,1004.4
15/05/2016,14.2,7.2,16.1,0,257,31.3,
16/05/2016,9.6,5.6,15,0,272,30.6,1011.7
17/05/2016,15.2,10,21.1,0,255,19.8,1018.3
18/05/2016,13.7,9.4,15,0,93,15.1,1020.1
19/05/2016,12.4,10,15.6,0,,10.8,1019.6
20/05/2016,15.4,10.6,21.7,0,251,14.4,1021.6
21/05/2016,17.8,11.7,24.4,0,204,13.7,1018.7
22/05/2016,14.1,11.1,16.7,0,,10.8,1011.1
23/05/2016,15.7,10.6,22.8,0,,9.4,1012.7
24/05/2016,13.2,11.1,15,6.6,35,16.6,1013.5
25/05/2016,17.1,11.7,31.1,0,,12.2,1015
26/05/2016,22.5,14.4,26.1,0,,13,1017.8
27/05/2016,16.6,14.4,22.8,0,,11.2,1018.4
28/05/2016,24.4,19.4,33.3,0,215,13.3,1017.4
29/05/2016,18.2,11.7,25,0,32,13.7,1021.7
30/05/2016,14.6,11.1,24.4,28.7,,11.5,
31/05/2016,24.2,20,30.6,0,254,18.4,1012
01/06/2016,20.4,13.9,22.8,0,45,15.5,1020
02/06/2016,14.4,13.3,16.7,0,74,15.1,1022.6
03/06/2016,15.7,13.9,21.1,0,124,13,1017.8
04/06/2016,18.4,16.1,21.1,0,112,10.4,1014.9
05/06/2016,17.8,15.6,20,23.1,145,13.7,
06/06/2016,22.2,18.3,28.9,0,241,16.9,1002.3
07/06/2016,23.6,17.2,30,3.8,,14.8,998.7
08/06/2016,19.2,13.9,23.3,0,285,25.2,998.3
09/06/2016,16.2,12.2,20.6,0,290,28.4,1004.2
10/06/2016,16.7,12.8,22.2,0,316,18,1012.3
11/06/2016,15.9,12.2,20,0.5,187,11.2,1012.2
12/06/2016,20.2,12.8,26.7,0,271,27.7,1001.4
13/06/2016,16.7,12.2,22.8,0,300,27,1004.6
14/06/2016,19.2,12.8,26.1,0,303,19.8,1009
15/06/2016,23.2,18.9,29.4,0,300,16.2,1010.7
16/06/2016,21.9,16.1,25,0,,11.2,1008.7
17/06/2016,19,15,23.3,3,110,13.3,1014
18/06/2016,19,15.6,22.2,0,103,15.8,1023
19/06/2016,19.8,13.9,27.8,0,196,18.7,1025.8
20/06/2016,21.6,15.6,28.3,0,202,20.5,1018.8
21/06/2016,23,17.8,30.6,0.5,240,20.9,1007.3
22/06/2016,22.3,17.8,25.6,0,,15.5,1009.2
23/06/2016,20.8,15.6,25,0,207,14.4,1011.5
24/06/2016,19.6,16.1,22.2,0,69,13.7,1017.5
25/06/2016,18.8,15,22.8,0,,10.1,1022.5
26/06/2016,20.9,15,28.9,0,165,15.5,1021.9
27/06/2016,23.1,17.8,30,0,204,24.5,1017.6
28/06/2016,22.7,20,26.1,2,191,16.9,1014.9
29/06/2016,23.5,19.4,30.6,0.8,188,13.7,1011
30/06/2016,23,20,27.2,0,326,15.8,1014.1
01/07/2016,24.2,20,30,5.1,196,18.4,1014.6
02/07/2016,22.7,18.3,26.7,0,271,20.5,1011.2
03/07/2016,23,17.8,28.9,0,257,17.6,1016.1
04/07/2016,25.1,18.9,31.1,0,244,19.1,1015.2
05/07/2016,21.3,17.8,24.4,5.8,,8.3,1008.9
06/07/2016,25.8,21.7,34.4,0,,14.4,1009
07/07/2016,21.3,16.1,26.1,0,67,13,
08/07/2016,17.3,16.1,19.4,0.5,56,16.9,1011.4
09/07/2016,16.4,15,18.3,2.8,71,15.5,1012.8
10/07/2016,16.4,15,17.8,2.3,51,10.1,1011.7
11/07/2016,18.1,15,22.2,0,180,11.2,
12/07/2016,24,18.3,31.1,0,249,14.4,1017.8
13/07/2016,25.5,18.3,33.3,0,205,19.4,1016.5
14/07/2016,24.7,20.6,30.6,0,201,23,
15/07/2016,27.4,22.2,35.6,0,225,13.7,1009.7
16/07/2016,28.8,23.9,34.4,0,261,13.7,1015
17/07/2016,24.6,20,26.1,0,,11.5,1018.5
18/07/2016,25.6,19.4,35,0.3,,19.1,1015.7
19/07/2016,25.5,20,28.9,0,295,17.3,1016
20/07/2016,23.3,18.3,28.9,0,,16.6,1020.8
21/07/2016,26.2,19.4,32.8,0,254,15.5,1018.2
22/07/2016,28.7,22.8,36.7,0,232,27.7,1009.7
23/07/2016,28.1,22.2,34.4,0,267,17.3,1007.3
24/07/2016,24.9,20,32.8,0,,12.6,1013
25/07/2016,24.2,19.4,33.3,0,,14,1011.6
26/07/2016,28.9,24.4,34.4,0,298,20.2,1008.6
27/07/2016,27.1,22.8,30.6,0,77,15.5,1012.2
28/07/2016,27.6,22.8,33.3,0,221,11.5,
29/07/2016,24.8,22.2,26.1,1.5,39,13.7,1011.1
30/07/2016,23.8,21.7,26.7,0,48,15.5,1015.8
31/07/2016,21.8,20,23.3,3.8,54,14.4,1018.8
01/08/2016,21.4,20.6,23.9,0,69,14,1019.2
02/08/2016,21.1,18.3,23.3,1,61,11.2,1020
03/08/2016,21,16.7,26.1,0,80,13.3,1021.4
04/08/2016,23.2,17.8,27.8,0,175,18.4,1019.9
05/08/2016,24.1,17.8,31.7,0,205,19.4,1014.5
06/08/2016,25.2,21.1,31.7,0.5,235,19.4,1005.9
07/08/2016,26.8,22.2,31.7,0,296,15.5,1008.9
08/08/2016,24.6,20.6,27.8,0,7,14.8,1015.9
09/08/2016,23.9,21.1,28.9,0,151,17.6,1021.6
10/08/2016,23.6,20,26.7,5.8,207,18.4,1020.9
11/08/2016,28.6,23.9,35.6,0,242,15.8,1015.9
12/08/2016,29.9,25.6,36.7,0.3,239,21.2,1010.2
13/08/2016,23.2,20,27.8,8.6,49,16.6,1013.1
14/08/2016,26.7,20.6,35.6,4.6,245,18.4,1011.9
15/08/2016,28.2,22.8,32.2,0,285,14.8,1018.8
16/08/2016,23.6,20.6,27.2,0,,15.5,1020.8
17/08/2016,27.1,22.2,29.4,0,273,24.1,1012.4
18/08/2016,25.2,20.6,32.2,0,257,12.2,1014.1
19/08/2016,25.4,19.4,27.2,0,63,15.5,1013.3
20/08/2016,23.1,18.9,30,0,,14.8,1014.7
21/08/2016,21.7,18.3,25.6,0.3,112,17.3,1013.1
22/08/2016,22.9,18.3,26.7,22.6,299,22.3,
23/08/2016,21.4,16.1,27.8,0,,15.1,1023.3
24/08/2016,23.6,18.3,31.1,0,,14.8,1022.6
25/08/2016,25.3,20,31.1,0,220,22.7,1017.4
26/08/2016,26.6,22.8,32.8,0,262,15.5,1014.2
27/08/2016,25.6,20.6,28.3,0,57,14.8,1021
28/08/2016,22.5,18.9,25.6,0,139,17.3,1023.6
29/08/2016,25,20.6,32.2,0,281,21.6,1018.1
30/08/2016,21.9,17.8,25,0,128,14.8,1019.4
31/08/2016,23.5,20,27.8,0,232,19.1,1013.6
01/09/2016,23.6,20,24.4,0.5,238,13,1010.4
02/09/2016,20.7,17.8,23.9,0,,16.2,1017.1
03/09/2016,18.6,15.6,21.1,0,35,10.8,1022.8
04/09/2016,18.6,15.6,22.2,0,31,19.8,1024.8
05/09/2016,18.4,15.6,23.3,1.8,15,30.2,1021.5
06/09/2016,18.4,17.2,22.2,3.6,31,22.7,1017.7
07/09/2016,20.4,18.3,24.4,0.8,65,13.7,1017.1
08/09/2016,20.9,18.9,24.4,0,62,11.9,1012.1
09/09/2016,26.2,22.8,33.9,0,255,14.4,1010.2
10/09/2016,23.9,21.1,25.6,0.3,80,14,1016.5
11/09/2016,24.2,17.2,28.3,0.8,253,23,1013.2
12/09/2016,19.1,15,22.2,0,55,14.4,1022.5
13/09/2016,21.3,15.6,28.3,0,235,18.4,1020.7
14/09/2016,23.2,16.7,32.2,1.5,255,22.7,1016.3
15/09/2016,17.2,13.9,18.9,0,46,16.2,1024.2
16/09/2016,16.8,12.2,21.1,0,171,16.9,1026.2
17/09/2016,18.5,12.8,25.6,0,198,19.1,1022.8
18/09/2016,22.8,18.9,27.8,0,213,20.9,1016.9
19/09/2016,22.2,19.4,23.3,8.4,171,10.1,1017.6
20/09/2016,21.2,19.4,23.9,0,188,9.7,1018.9
21/09/2016,23.7,20.6,28.3,0,294,13.3,1020.1
22/09/2016,21.7,16.1,26.1,0,54,11.5,1020.6
23/09/2016,20.9,13.3,27.8,8.6,213,15.1,1016.1
24/09/2016,15.4,12.2,19.4,0,358,16.2,1018.9
25/09/2016,14.3,9.4,18.9,0,324,19.8,1019.8
26/09/2016,13.6,8.9,17.8,0,206,15.1,1021.1
27/09/2016,17.3,15,22.2,5.6,154,8.6,1013.5
28/09/2016,15,13.3,16.1,0,46,28.4,
29/09/2016,13.9,12.2,15.6,0,46,29.2,1031
30/09/2016,14.6,13.3,16.7,3.3,54,28.4,
01/10/2016,13.8,12.2,15,18,35,24.1,
02/10/2016,12.8,11.7,13.9,0.8,,12.2,1019.6
03/10/2016,15.3,12.8,20,0,127,13,1017
04/10/2016,15.2,10,17.2,0,47,20.2,1026.7
05/10/2016,12.2,8.9,15.6,0,31,12.2,1027.7
06/10/2016,13.6,9.4,19.4,0,197,7.9,1025.9
07/10/2016,15.6,11.7,20,0,,7.6,1025
08/10/2016,15.3,11.1,20,0.3,173,8.6,1019.8
09/10/2016,15.1,8.9,18.3,46.7,354,20.9,1016
10/10/2016,10.4,7.2,15,0,322,25.2,1020.2
11/10/2016,10.5,6.7,15,0,104,11.9,1030.4
12/10/2016,12.6,8.9,16.7,0,162,12.2,1027.4
13/10/2016,15.6,10.6,22.2,0,,15.5,1018.2
14/10/2016,12.2,7.8,15.6,0,346,15.5,1025.1
15/10/2016,9.7,5.6,13.3,0,40,13,1029.5
16/10/2016,13.4,7.8,21.7,0,219,20.9,1019.3
17/10/2016,18.8,16.7,23.9,0,205,10.8,1012
18/10/2016,16.4,13.9,20.6,3.6,,13.3,1012.1
19/10/2016,21.9,16.7,27.2,0,260,18.7,1013.1
20/10/2016,15.8,13.3,16.7,2,64,20.2,1022.4
21/10/2016,16.8,15,23.9,28.2,,13,1007.9
22/10/2016,16.1,6.7,18.3,3.8,,20.9,
23/10/2016,9.8,6.7,14.4,0,261,31.7,1002.1
24/10/2016,12.3,7.8,16.1,0,261,25.2,1009.6
25/10/2016,7.6,3.9,9.4,0,287,23,1019.3
